unique_id,ds,y
0,1990-03-22,0.3206758597122294
0,1990-03-23,0.2653938164508516
0,1990-03-24,0.2624842352265689
0,1990-03-25,0.2207802376785117
0,1990-03-26,0.281881443388456
0,1990-03-27,0.3129169764474753
0,1990-03-28,0.3070978139989098
0,1990-03-29,0.3255251617527017
0,1990-03-30,0.3371634866498349
0,1990-03-31,0.3449223699145889
0,1990-04-01,0.3468620907307785
0,1990-04-02,0.3594702760360049
0,1990-04-03,0.4263906441945158
0,1990-04-04,0.4031139944002505
0,1990-04-05,0.3837167862383633
0,1990-04-06,0.3759579029736093
0,1990-04-07,0.3643195780764761
0,1990-04-08,0.3982646923597793
0,1990-04-09,0.3982646923597793
0,1990-04-10,0.4108728776650056
0,1990-04-11,0.3817770654221748
0,1990-04-12,0.4254207837864216
0,1990-04-13,0.4176619005216654
0,1990-04-14,0.4758535250073281
0,1990-04-15,0.4351193878673652
0,1990-04-16,0.44966729398878
0,1990-04-17,0.4331796670511756
0,1990-04-18,0.4661549209263834
0,1990-04-19,0.4739138041911395
0,1990-04-20,0.5291958474525174
0,1990-04-21,0.4807028270477993
0,1990-04-22,0.5059191976582531
0,1990-04-23,0.4952507331692153
0,1990-04-24,0.498160314393498
0,1990-04-25,0.5049493372501589
0,1990-04-26,0.5107684996987244
0,1990-04-27,0.5456834743901218
0,1990-04-28,0.5922367739786513
0,1990-04-29,0.5854477511219904
0,1990-04-30,0.6513982588724071
0,1990-05-01,0.6038750988757834
0,1990-05-02,0.6029052384676892
0,1990-05-03,0.5980559364272168
0,1990-05-04,0.6261818882619533
0,1990-05-05,0.6048449592838776
0,1990-05-06,0.6659461649938221
0,1990-05-07,0.7124994645823515
0,1990-05-08,0.7221980686632951
0,1990-05-09,0.7377158351928053
0,1990-05-10,0.7221980686632951
0,1990-05-11,0.7716609494761073
0,1990-05-12,0.8114252262079759
0,1990-05-13,0.7134693249904457
0,1990-05-14,0.6630365837695392
0,1990-05-15,0.5573217992872539
0,1990-05-16,0.5679902637762917
0,1990-05-17,0.6494585380562187
0,1990-05-18,0.6649763045857278
0,1990-05-19,0.5718697054086698
0,1990-05-20,0.5902970531624627
0,1990-05-21,0.591266913570557
0,1990-05-22,0.6096942613243499
0,1990-05-23,0.6106641217324442
0,1990-05-24,0.5456834743901218
0,1990-05-25,0.6475188172400289
0,1990-05-26,0.6659461649938221
0,1990-05-27,0.6872830939718977
0,1990-05-28,0.6892228147880872
0,1990-05-29,0.6106641217324442
0,1990-05-30,0.6019353780595948
0,1990-05-31,0.6504283984643129
0,1990-06-01,0.6746749086666713
0,1990-06-02,0.7018310000933137
0,1990-06-03,0.7396555560089938
0,1990-06-04,0.7251076498875778
0,1990-06-05,0.7716609494761073
0,1990-06-06,0.8065759241675047
0,1990-06-07,0.8162745282484484
0,1990-06-08,0.7910581576379946
0,1990-06-09,0.815304667840354
0,1990-06-10,0.8250032719212966
0,1990-06-11,0.904531825385035
0,1990-06-12,0.9462358229330922
0,1990-06-13,1.031583538845396
0,1990-06-14,1.0674683739448867
0,1990-06-15,1.0490410261910936
0,1990-06-16,1.0403122825182454
0,1990-06-17,1.0626190719044153
0,1990-06-18,0.9103509878336004
0,1990-06-19,0.9025921045688454
0,1990-06-20,0.8899839192636191
0,1990-06-21,1.01703563272398
0,1990-06-22,0.9772713559921116
0,1990-06-23,0.9491454041573748
0,1990-06-24,0.8667072694693548
0,1990-06-25,0.91229070864979
0,1990-06-26,0.9287783355873934
0,1990-06-27,0.9510851249735636
0,1990-06-28,1.0063671682349422
0,1990-06-29,1.053890328231566
0,1990-06-30,1.072317675985359
0,1990-07-01,1.0296438180292065
0,1990-07-02,1.005397307826848
0,1990-07-03,1.0267342368049237
0,1990-07-04,1.0529204678234718
0,1990-07-05,1.0412821429263397
0,1990-07-06,1.0480711657829993
0,1990-07-07,1.0063671682349422
0,1990-07-08,0.993758982929716
0,1990-07-09,1.0490410261910936
0,1990-07-10,1.0364328408858674
0,1990-07-11,1.057769769863944
0,1990-07-12,1.0674683739448867
0,1990-07-13,1.087835442514868
0,1990-07-14,1.0742573968015474
0,1990-07-15,1.0044274474187538
0,1990-07-16,0.8831948964069593
0,1990-07-17,0.9248988939550165
0,1990-07-18,0.6387900735671797
0,1990-07-19,0.6213325862214821
0,1990-07-20,0.5291958474525174
0,1990-07-21,0.4467577127644973
0,1990-07-22,0.5728395658167641
0,1990-07-23,0.5728395658167641
0,1990-07-24,0.5340451494929896
0,1990-07-25,0.5573217992872539
0,1990-07-26,0.5854477511219904
0,1990-07-27,0.5650806825520089
0,1990-07-28,0.587387471938179
0,1990-07-29,0.5738094262248583
0,1990-07-30,0.5999956572434064
0,1990-07-31,0.5893271927543674
0,1990-08-01,0.5194972433715738
0,1990-08-02,0.5728395658167641
0,1990-08-03,0.6213325862214821
0,1990-08-04,0.5388944515334609
0,1990-08-05,0.535015009901084
0,1990-08-06,0.5476231952063103
0,1990-08-07,0.4807028270477993
0,1990-08-08,0.4632453397021017
0,1990-08-09,0.4758535250073281
0,1990-08-10,0.3934153903193069
0,1990-08-11,0.4108728776650056
0,1990-08-12,0.3934153903193069
0,1990-08-13,0.415722179705478
0,1990-08-14,0.4205714817459492
0,1990-08-15,0.4409385503159306
0,1990-08-16,0.4477275731725915
0,1990-08-17,0.4777932458235166
0,1990-08-18,0.4952507331692153
0,1990-08-19,0.5224068245958575
0,1990-08-20,0.5272561266363288
0,1990-08-21,0.4486974335806857
0,1990-08-22,0.4564563168454409
0,1990-08-23,0.490401431128743
0,1990-08-24,0.4244509233783273
0,1990-08-25,0.4341495274592709
0,1990-08-26,0.4176619005216654
0,1990-08-27,0.3410429282822119
0,1990-08-28,0.4322098066430813
0,1990-08-29,0.4176619005216654
0,1990-08-30,0.4574261772535351
0,1990-08-31,0.4661549209263834
0,1990-09-01,0.4894315707206487
0,1990-09-02,0.4855521290882717
0,1990-09-03,0.4952507331692153
0,1990-09-04,0.4952507331692153
0,1990-09-05,0.4322098066430813
0,1990-09-06,0.4564563168454409
0,1990-09-07,0.4758535250073281
0,1990-09-08,0.490401431128743
0,1990-09-09,0.5379245911253667
0,1990-09-10,0.546653334798216
0,1990-09-11,0.5291958474525174
0,1990-09-12,0.5388944515334609
0,1990-09-13,0.4836124082720832
0,1990-09-14,0.4884617103125544
0,1990-09-15,0.4836124082720832
0,1990-09-16,0.5194972433715738
0,1990-09-17,0.5631409617358194
0,1990-09-18,0.639759933975275
0,1990-09-19,0.5699299845924802
0,1990-09-20,0.5321054286768012
0,1990-09-21,0.5728395658167641
0,1990-09-22,0.5932066343867455
0,1990-09-23,0.5408341723496495
0,1990-09-24,0.5146479413311014
0,1990-09-25,0.5650806825520089
0,1990-09-26,0.5883573323462732
0,1990-09-27,0.6019353780595948
0,1990-09-28,0.5786587282653296
0,1990-09-29,0.5728395658167641
0,1990-09-30,0.5699299845924802
0,1990-10-01,0.5194972433715738
0,1990-10-02,0.5408341723496495
0,1990-10-03,0.568960124184386
0,1990-10-04,0.5495629160224987
0,1990-10-05,0.546653334798216
0,1990-10-06,0.5621711013277262
0,1990-10-07,0.6261818882619533
0,1990-10-08,0.6203627258133878
0,1990-10-09,0.6368503527509912
0,1990-10-10,0.6310311903024246
0,1990-10-11,0.6242421674457649
0,1990-10-12,0.6310311903024246
0,1990-10-13,0.5902970531624627
0,1990-10-14,0.5854477511219904
0,1990-10-15,0.5922367739786513
0,1990-10-16,0.5883573323462732
0,1990-10-17,0.6048449592838776
0,1990-10-18,0.5999956572434064
0,1990-10-19,0.5175575225553852
0,1990-10-20,0.4826425478639889
0,1990-10-21,0.4263906441945158
0,1990-10-22,0.4302700858268929
0,1990-10-23,0.4089331568488172
0,1990-10-24,0.4448179919483088
0,1990-10-25,0.4690645021506673
0,1990-10-26,0.4360892482754594
0,1990-10-27,0.4525768752130628
0,1990-10-28,0.4399686899078365
0,1990-10-29,0.468094641742573
0,1990-10-30,0.4855521290882717
0,1990-10-31,0.4661549209263834
0,1990-11-01,0.4690645021506673
0,1990-11-02,0.4971904539854038
0,1990-11-03,0.5049493372501589
0,1990-11-04,0.4855521290882717
0,1990-11-05,0.5049493372501589
0,1990-11-06,0.5049493372501589
0,1990-11-07,0.5398643119415552
0,1990-11-08,0.5941764947948398
0,1990-11-09,0.6116339821405374
0,1990-11-10,0.5980559364272168
0,1990-11-11,0.6087244009162547
0,1990-11-12,0.6223024466295763
0,1990-11-13,0.5708998450005756
0,1990-11-14,0.5961162156110282
0,1990-11-15,0.5563519388791597
0,1990-11-16,0.5524724972467826
0,1990-11-17,0.5437437535739332
0,1990-11-18,0.5301657078606116
0,1990-11-19,0.4836124082720832
0,1990-11-20,0.4593658980697236
0,1990-11-21,0.5049493372501589
0,1990-11-22,0.4962205935773095
0,1990-11-23,0.5224068245958575
0,1990-11-24,0.5485930556144045
0,1990-11-25,0.5456834743901218
0,1990-11-26,0.5418040327577448
0,1990-11-27,0.5340451494929896
0,1990-11-28,0.5185273829634794
0,1990-11-29,0.5485930556144045
0,1990-11-30,0.5602313805115366
0,1990-12-01,0.5902970531624627
0,1990-12-02,0.5825381698977066
0,1990-12-03,0.5902970531624627
0,1990-12-04,0.5447136139820276
0,1990-12-05,0.5418040327577448
0,1990-12-06,0.587387471938179
0,1990-12-07,0.5864176115300846
0,1990-12-08,0.5776888678572354
0,1990-12-09,0.5767190074491411
0,1990-12-10,0.5194972433715738
0,1990-12-11,0.4710042229668557
0,1990-12-12,0.3255251617527017
0,1990-12-13,0.3497716719550613
0,1990-12-14,0.3623798572602877
0,1990-12-15,0.3643195780764761
0,1990-12-16,0.3255251617527017
0,1990-12-17,0.3536511135874383
0,1990-12-18,0.3352237658336453
0,1990-12-19,0.3594702760360049
0,1990-12-20,0.3623798572602877
0,1990-12-21,0.2692732580832297
0,1990-12-22,0.2770321413479837
0,1990-12-23,0.281881443388456
0,1990-12-24,0.3109772556312869
0,1990-12-25,0.3090375348150984
0,1990-12-26,0.3012786515503433
0,1990-12-27,0.3575305552198164
0,1990-12-28,0.3885660882788357
0,1990-12-29,0.3895359486869299
0,1990-12-30,0.3992345527678735
0,1990-12-31,0.4079632964407229
0,1991-01-01,0.4031139944002505
0,1991-01-02,0.4079632964407229
0,1991-01-03,0.4273605046026101
0,1991-01-04,0.4322098066430813
0,1991-01-05,0.4273605046026101
0,1991-01-06,0.4089331568488172
0,1991-01-07,0.4011742735840621
0,1991-01-08,0.4002044131759678
0,1991-01-09,0.4089331568488172
0,1991-01-10,0.4225112025621377
0,1991-01-11,0.4079632964407229
0,1991-01-12,0.4215413421540435
0,1991-01-13,0.4215413421540435
0,1991-01-14,0.4564563168454409
0,1991-01-15,0.4933110123530268
0,1991-01-16,0.5097986392906302
0,1991-01-17,0.5146479413311014
0,1991-01-18,0.4855521290882717
0,1991-01-19,0.5388944515334609
0,1991-01-20,0.5097986392906302
0,1991-01-21,0.4933110123530268
0,1991-01-22,0.5059191976582531
0,1991-01-23,0.5127082205149139
0,1991-01-24,0.5156178017391967
0,1991-01-25,0.5456834743901218
0,1991-01-26,0.5340451494929896
0,1991-01-27,0.5194972433715738
0,1991-01-28,0.5437437535739332
0,1991-01-29,0.5553820784710654
0,1991-01-30,0.5747792866329525
0,1991-01-31,0.587387471938179
0,1991-02-01,0.5776888678572354
0,1991-02-02,0.587387471938179
0,1991-02-03,0.591266913570557
0,1991-02-04,0.5776888678572354
0,1991-02-05,0.5738094262248583
0,1991-02-06,0.5388944515334609
0,1991-02-07,0.5301657078606116
0,1991-02-08,0.5437437535739332
0,1991-02-09,0.5679902637762917
0,1991-02-10,0.5922367739786513
0,1991-02-11,0.6223024466295763
0,1991-02-12,0.6067846801000661
0,1991-02-13,0.5970860760191226
0,1991-02-14,0.5932066343867455
0,1991-02-15,0.5970860760191226
0,1991-02-16,0.5941764947948398
0,1991-02-17,0.6038750988757834
0,1991-02-18,0.535015009901084
0,1991-02-19,0.5999956572434064
0,1991-02-20,0.6077545405081604
0,1991-02-21,0.6184230049971983
0,1991-02-22,0.6552777005047842
0,1991-02-23,0.6290914694862361
0,1991-02-24,0.6465489568319348
0,1991-02-25,0.7066803021337849
0,1991-02-26,0.7115296041742573
0,1991-02-27,0.7425651372332766
0,1991-02-28,0.7057104417256906
0,1991-03-01,0.7221980686632951
0,1991-03-02,0.7580829037627868
0,1991-03-03,0.7493541600899374
0,1991-03-04,0.7095898833580687
0,1991-03-05,0.6843735127476149
0,1991-03-06,0.7134693249904457
0,1991-03-07,0.7192884874390123
0,1991-03-08,0.7512938809061259
0,1991-03-09,0.7018310000933137
0,1991-03-10,0.6892228147880872
0,1991-03-11,0.7086200229499734
0,1991-03-12,0.6834036523395207
0,1991-03-13,0.7037707209095021
0,1991-03-14,0.6921323960123701
0,1991-03-15,0.7183186270309181
0,1991-03-16,0.7474144392737488
0,1991-03-17,0.7037707209095021
0,1991-03-18,0.7280172311118606
0,1991-03-19,0.7163789062147286
0,1991-03-20,0.6989214188690309
0,1991-03-21,0.5922367739786513
0,1991-03-22,0.6058148196919719
0,1991-03-23,0.6067846801000661
0,1991-03-24,0.6223024466295763
0,1991-03-25,0.5970860760191226
0,1991-03-26,0.5447136139820276
0,1991-03-27,0.5970860760191226
0,1991-03-28,0.5883573323462732
0,1991-03-29,0.6058148196919719
0,1991-03-30,0.6145435633648212
0,1991-03-31,0.6029052384676892
0,1991-04-01,0.6174531445891039
0,1991-04-02,0.6339407715267085
0,1991-04-03,0.6407297943833693
0,1991-04-04,0.6610968629533507
0,1991-04-05,0.6649763045857278
0,1991-04-06,0.6678858858100105
0,1991-04-07,0.6387900735671797
0,1991-04-08,0.6193928654052936
0,1991-04-09,0.5961162156110282
0,1991-04-10,0.5922367739786513
0,1991-04-11,0.6067846801000661
0,1991-04-12,0.6029052384676892
0,1991-04-13,0.5708998450005756
0,1991-04-14,0.5379245911253667
0,1991-04-15,0.490401431128743
0,1991-04-16,0.4836124082720832
0,1991-04-17,0.4758535250073281
0,1991-04-18,0.4671247813344787
0,1991-04-19,0.4613056188859122
0,1991-04-20,0.4855521290882717
0,1991-04-21,0.4923411519449325
0,1991-04-22,0.4865219894963659
0,1991-04-23,0.4710042229668557
0,1991-04-24,0.4273605046026101
0,1991-04-25,0.3633497176683818
0,1991-04-26,0.3604401364440991
0,1991-04-27,0.36722915930076
0,1991-04-28,0.3827469258302691
0,1991-04-29,0.3565606948117221
0,1991-04-30,0.352681253179344
0,1991-05-01,0.3255251617527017
0,1991-05-02,0.3323141846093626
0,1991-05-03,0.3992345527678735
0,1991-05-04,0.3119471160393811
0,1991-05-05,0.3245553013446075
0,1991-05-06,0.2285391209432668
0,1991-05-07,0.1315530801338308
0,1991-05-08,0.18489540257902
0,1991-05-09,0.2217500980866059
0,1991-05-10,0.1800461005385488
0,1991-05-11,0.1839255421709258
0,1991-05-12,0.1945940066599636
0,1991-05-13,0.2663636768589458
0,1991-05-14,0.2750924205317952
0,1991-05-15,0.2130213544137566
0,1991-05-16,0.1635584736009443
0,1991-05-17,0.1490105674795284
0,1991-05-18,0.20720219196519
0,1991-05-19,0.1955638670680579
0,1991-05-20,0.2430870270646817
0,1991-05-21,0.2828513037965503
0,1991-05-22,0.2857608850208331
0,1991-05-23,0.2527856311456263
0,1991-05-24,0.2207802376785117
0,1991-05-25,0.2430870270646817
0,1991-05-26,0.2721828393075114
0,1991-05-27,0.2440568874727759
0,1991-05-28,0.2721828393075114
0,1991-05-29,0.2760622809398895
0,1991-05-30,0.2964293495098709
0,1991-05-31,0.3012786515503433
0,1991-06-01,0.3022485119584375
0,1991-06-02,0.3323141846093626
0,1991-06-03,0.318736138896042
0,1991-06-04,0.2954594891017766
0,1991-06-05,0.2721828393075114
0,1991-06-06,0.2867307454289273
0,1991-06-07,0.2498760499213425
0,1991-06-08,0.2944896286936824
0,1991-06-09,0.2993389307341547
0,1991-06-10,0.3061279535908145
0,1991-06-11,0.2886704662451169
0,1991-06-12,0.2828513037965503
0,1991-06-13,0.3032183723665317
0,1991-06-14,0.3129169764474753
0,1991-06-15,0.3274648825688913
0,1991-06-16,0.3313443242012683
0,1991-06-17,0.3080676744070041
0,1991-06-18,0.2973992099179662
0,1991-06-19,0.3080676744070041
0,1991-06-20,0.3100073952231926
0,1991-06-21,0.3332840450174568
0,1991-06-22,0.3614099968521934
0,1991-06-23,0.3585004156279106
0,1991-06-24,0.352681253179344
0,1991-06-25,0.3643195780764761
0,1991-06-26,0.3730483217493255
0,1991-06-27,0.3963249715435908
0,1991-06-28,0.4031139944002505
0,1991-06-29,0.4166920401135722
0,1991-06-30,0.4273605046026101
0,1991-07-01,0.4564563168454409
0,1991-07-02,0.423481062970232
0,1991-07-03,0.4205714817459492
0,1991-07-04,0.4225112025621377
0,1991-07-05,0.3905058090950242
0,1991-07-06,0.3866263674626472
0,1991-07-07,0.3546209739955325
0,1991-07-08,0.3866263674626472
0,1991-07-09,0.3953551111354965
0,1991-07-10,0.3963249715435908
0,1991-07-11,0.4186317609297607
0,1991-07-12,0.4079632964407229
0,1991-07-13,0.4244509233783273
0,1991-07-14,0.4273605046026101
0,1991-07-15,0.4031139944002505
0,1991-07-16,0.3837167862383633
0,1991-07-17,0.3303744637931741
0,1991-07-18,0.3012786515503433
0,1991-07-19,0.322615580528419
0,1991-07-20,0.3129169764474753
0,1991-07-21,0.348801811546967
0,1991-07-22,0.3255251617527017
0,1991-07-23,0.2993389307341547
0,1991-07-24,0.3420127886903061
0,1991-07-25,0.3129169764474753
0,1991-07-26,0.2750924205317952
0,1991-07-27,0.3022485119584375
0,1991-07-28,0.2653938164508516
0,1991-07-29,0.2847910246127388
0,1991-07-30,0.2867307454289273
0,1991-07-31,0.334253905425551
0,1991-08-01,0.334253905425551
0,1991-08-02,0.3429826490984004
0,1991-08-03,0.3352237658336453
0,1991-08-04,0.3264950221607971
0,1991-08-05,0.3420127886903061
0,1991-08-06,0.3332840450174568
0,1991-08-07,0.3449223699145889
0,1991-08-08,0.3400730678741177
0,1991-08-09,0.3420127886903061
0,1991-08-10,0.3284347429769855
0,1991-08-11,0.334253905425551
0,1991-08-12,0.3352237658336453
0,1991-08-13,0.3885660882788357
0,1991-08-14,0.3875962278707414
0,1991-08-15,0.3885660882788357
0,1991-08-16,0.3982646923597793
0,1991-08-17,0.3895359486869299
0,1991-08-18,0.3759579029736093
0,1991-08-19,0.3749880425655151
0,1991-08-20,0.3458922303226842
0,1991-08-21,0.2964293495098709
0,1991-08-22,0.2954594891017766
0,1991-08-23,0.2867307454289273
0,1991-08-24,0.3061279535908145
0,1991-08-25,0.2838211642046446
0,1991-08-26,0.2576349331860976
0,1991-08-27,0.2799417225722676
0,1991-08-28,0.2799417225722676
0,1991-08-29,0.2624842352265689
0,1991-08-30,0.2285391209432668
0,1991-08-31,0.2343582833918323
0,1991-09-01,0.2401774458403989
0,1991-09-02,0.2324185625756438
0,1991-09-03,0.1858652629871143
0,1991-09-04,0.2081720523732843
0,1991-09-05,0.211081633597568
0,1991-09-06,0.2004131691085302
0,1991-09-07,0.229508981351361
0,1991-09-08,0.2052624711490015
0,1991-09-09,0.2265994001270772
0,1991-09-10,0.2198103772704174
0,1991-09-11,0.2324185625756438
0,1991-09-12,0.2052624711490015
0,1991-09-13,0.1965337274761521
0,1991-09-14,0.20720219196519
0,1991-09-15,0.2188405168623232
0,1991-09-16,0.2285391209432668
0,1991-09-17,0.2430870270646817
0,1991-09-18,0.2440568874727759
0,1991-09-19,0.2236898189027944
0,1991-09-20,0.2013830295166245
0,1991-09-21,0.2023528899247187
0,1991-09-22,0.2013830295166245
0,1991-09-23,0.2052624711490015
0,1991-09-24,0.20720219196519
0,1991-09-25,0.203322750332813
0,1991-09-26,0.1790762401304534
0,1991-09-27,0.1296133593176412
0,1991-09-28,0.1383421029904905
0,1991-09-29,0.0559039683024705
0,1991-09-30,-0.0459313745474378
0,1991-10-01,-0.0410820725069654
0,1991-10-02,-0.0178054227127012
0,1991-10-03,-0.0255643059774553
0,1991-10-04,0.0248684352434512
0,1991-10-05,-0.0090766790398519
0,1991-10-06,-0.0216848643450782
0,1991-10-07,-0.0895750929116834
0,1991-10-08,-0.1138216031140419
0,1991-10-09,-0.0779367680145513
0,1991-10-10,-0.0624190014850412
0,1991-10-11,-0.0575696994445688
0,1991-10-12,-0.0711477451578905
0,1991-10-13,-0.0536902578121918
0,1991-10-14,-0.046901234955532
0,1991-10-15,-0.0284738872017391
0,1991-10-16,-0.0284738872017391
0,1991-10-17,-0.0983038365845328
0,1991-10-18,-0.0449615141393425
0,1991-10-19,-0.0042273769993795
0,1991-10-20,0.0238985748353569
0,1991-10-21,0.0985778262586219
0,1991-10-22,0.0791806180967347
0,1991-10-23,0.0704518744238853
0,1991-10-24,0.0849997805453013
0,1991-10-25,0.0927586638100564
0,1991-10-26,0.005471227081564
0,1991-10-27,-0.0090766790398519
0,1991-10-28,0.0035315062653755
0,1991-10-29,-0.0042273769993795
0,1991-10-30,-0.0624190014850412
0,1991-10-31,-0.0963641157683443
0,1991-11-01,-0.0876353720954949
0,1991-11-02,-0.0856956512793064
0,1991-11-03,-0.0624190014850412
0,1991-11-04,-0.0236245851612668
0,1991-11-05,-0.0342930496503046
0,1991-11-06,-0.020715003936984
0,1991-11-07,-0.0517505369960033
0,1991-11-08,-0.0071369582236634
0,1991-11-09,-0.0061670978155681
0,1991-11-10,-0.0051972374074738
0,1991-11-11,-0.0323533288341161
0,1991-11-12,-0.0410820725069654
0,1991-11-13,-0.0769669076064571
0,1991-11-14,-0.0439916537312482
0,1991-11-15,-0.0275040267936448
0,1991-11-16,-0.0439916537312482
0,1991-11-17,-0.0837559304631169
0,1991-11-18,-0.3097334055491036
0,1991-11-19,-0.2709389892253292
0,1991-11-20,-0.3107032659571977
0,1991-11-21,-0.2534815018796304
0,1991-11-22,-0.3291306137109897
0,1991-11-23,-0.2854868953467439
0,1991-11-24,-0.2845170349386497
0,1991-11-25,-0.337859357383839
0,1991-11-26,-0.3756839132995192
0,1991-11-27,-0.337859357383839
0,1991-11-28,-0.378593494523803
0,1991-11-29,-0.3747140528914249
0,1991-11-30,-0.3262210324867069
0,1991-12-01,-0.3950811214614064
0,1991-12-02,-0.3747140528914249
0,1991-12-03,-0.3882920986047466
0,1991-12-04,-0.3320401949352735
0,1991-12-05,-0.3039142431005369
0,1991-12-06,-0.2961553598357818
0,1991-12-07,-0.2864567557548382
0,1991-12-08,-0.2786978724900831
0,1991-12-09,-0.3174922888138575
0,1991-12-10,-0.3456182406485941
0,1991-12-11,-0.337859357383839
0,1991-12-12,-0.3252511720786126
0,1991-12-13,-0.3039142431005369
0,1991-12-14,-0.3097334055491036
0,1991-12-15,-0.315552567997669
0,1991-12-16,-0.3339799157514619
0,1991-12-17,-0.3242813116705184
0,1991-12-18,-0.3252511720786126
0,1991-12-19,-0.3291306137109897
0,1991-12-20,-0.3989605630937845
0,1991-12-21,-0.479458976965616
0,1991-12-22,-0.5134040912489181
0,1991-12-23,-0.5231026953298616
0,1991-12-24,-0.4940068830870309
0,1991-12-25,-0.4784891165575218
0,1991-12-26,-0.4784891165575218
0,1991-12-27,-0.5153438120651076
0,1991-12-28,-0.4910973018627481
0,1991-12-29,-0.5231026953298616
0,1991-12-30,-0.5570478096131648
0,1991-12-31,-0.4940068830870309
0,1992-01-01,-0.4940068830870309
0,1992-01-02,-0.4649110708442001
0,1992-01-03,-0.479458976965616
0,1992-01-04,-0.40477972554235
0,1992-01-05,-0.4232070732961429
0,1992-01-06,-0.4600617688037288
0,1992-01-07,-0.4338755377851807
0,1992-01-08,-0.453272745947068
0,1992-01-09,-0.5192232536974847
0,1992-01-10,-0.5134040912489181
0,1992-01-11,-0.5085547892084468
0,1992-01-12,-0.4513330251308795
0,1992-01-13,-0.4416344210499358
0,1992-01-14,-0.3475579614647826
0,1992-01-15,-0.3543469843214434
0,1992-01-16,-0.3407689386081228
0,1992-01-17,-0.3194320096300471
0,1992-01-18,-0.2602705247362902
0,1992-01-19,-0.2806375933062716
0,1992-01-20,-0.2660896871848568
0,1992-01-21,-0.1720132275997035
0,1992-01-22,-0.1545557402540048
0,1992-01-23,-0.1710433671916093
0,1992-01-24,-0.1012134178088156
0,1992-01-25,-0.1477667173973451
0,1992-01-26,-0.1623146235187599
0,1992-01-27,-0.2127473647396675
0,1992-01-28,-0.1797721108644586
0,1992-01-29,-0.1574653214782887
0,1992-01-30,-0.11770104474642
0,1992-01-31,-0.192380296169686
0,1992-02-01,-0.1729830880077988
0,1992-02-02,-0.1293393696435521
0,1992-02-03,-0.0895750929116834
0,1992-02-04,-0.0701778847497962
0,1992-02-05,-0.0798764888307398
0,1992-02-06,-0.188500854537308
0,1992-02-07,-0.1720132275997035
0,1992-02-08,-0.136128392500213
0,1992-02-09,-0.1351585320921176
0,1992-02-10,-0.1467968569892508
0,1992-02-11,-0.11770104474642
0,1992-02-12,-0.1797721108644586
